Reward,CPU_Usage,RAM_Usage
-18.29178745299329,65,60
-5.636746451560736,24,26
12.628910069917445,57,28
11.6043836446689,90,68
17.632001585465538,63,86
18.750528896896,43,48
18.906900686968854,23,16
-13.704747916171684,50,2
-15.174656215534839,62,68
15.003290845466381,23,55
-4.67449952286783,47,53
-5.712665321559239,19,7
1.3468897753603954,31,54
-1.9435018070972667,33,96
-11.078380191030757,92,77
13.784496923812952,51,41
16.370441340890153,37,30
9.900254693638093,13,7
-18.07711529167394,23,64
-15.28333877855253,98,4
-6.159555999087587,82,4
2.2684102995773046,71,33
4.380583564192037,7,0
-16.000189987010238,5,61
18.409650165790822,74,9
1.1828154347920794,42,37
-2.7301173784374946,54,77
-12.35528641597298,76,7
18.033739346590643,26,24
-2.1041666105000125,23,92
-15.288581578278482,91,49
4.574595988997938,66,60
-5.993901899929446,5,36
12.319854759971115,65,84
1.8186286412242367,96,30
-15.772031868321218,15,41
10.024219697273264,56,23
-7.813335593172507,61,84
-3.6702397747804056,90,66
11.025771440272266,84,95
-15.741872456255827,64,61
19.111167439997033,17,5
8.08345274394242,79,70
-12.296249623310596,37,50
-17.674991602401438,17,14
1.7814202284386766,13,33
-4.829681932586292,25,63
-18.819805790132065,69,45
4.368750085296078,10,75
-7.6500648764724275,1,81
-7.120694618460339,24,24
-13.513127866492209,66,37
-14.384869701102097,60,61
-14.226319220434132,39,65
15.442400073854422,29,84
1.3231156218729687,8,22
-1.222958456774034,29,32
8.178710472499215,20,61
-7.209290873587095,85,26
12.888978443602085,44,60
-12.112178057896026,11,28
12.10654114519373,41,46
-17.758108433814837,52,37
-13.726422777430933,29,80
15.706181661827642,45,71
-15.639665009158549,69,60
-10.177704366391605,90,20
-18.292119986796695,97,22
3.9465814259739176,78,57
-6.89156915620725,59,51
5.339462752194926,54,17
-16.568777543766995,53,43
-4.195785138278376,29,71
-5.132909484237697,78,51
1.4732782118085872,58,61
-8.198673581971683,35,87
19.39023142655447,57,8
-7.358781482131519,56,92
7.854849153620481,92,74
-5.347986266395125,6,44
1.3453598438201944,78,35
-10.933280721856109,51,71
-13.088351805951719,50,67
18.895668319761626,92,45
1.6375707814513092,13,87
-1.5675387209534186,73,48
5.662932721321962,23,1
-11.061893485175265,37,75
12.878910670640444,1,75
-10.07056466312816,70,25
1.7011874959308315,34,82
-14.912782939159555,91,89
2.9826395926216023,39,87
-0.6817468585708362,49,62
-8.77413382294083,25,41
-7.698963737507803,95,59
-19.60754081788338,14,58
-18.90733492503943,85,24
4.034300885255249,86,15
8.735035255147608,9,64
1.876075531205771,88,31
-16.723551035501796,26,47
17.63480838439194,25,56
8.537286585453217,17,23
-10.505009257381763,64,33
6.859496903241066,65,49
-15.541692016544149,31,83
11.175539191090785,100,86
-0.7630320247847706,94,91
-3.6252615894456888,75,51
-19.63414737699847,76,81
6.0990337864186195,58,95
13.160049981943288,62,61
-8.468115795225497,92,55
-19.529253103208283,58,45
11.012662039401437,2,38
5.426584353632833,67,38
11.075548222623048,15,56
1.5326641728617645,62,27
-1.562190906704064,9,36
-11.225629334337523,13,89
-16.846475067045294,50,90
-1.142174773924868,100,62
14.735905259768323,82,26
-17.626140983082013,42,44
19.56379778297685,93,80
17.87967162274473,67,14
5.629526028083255,61,12
16.568431715283616,99,85
2.1411170798779686,61,42
-3.816636608364256,31,98
2.8676189554033193,90,53
15.06223684990642,22,22
18.300831879129568,82,64
13.523495875512182,33,62
-12.81273208474519,74,71
3.669496851503137,18,68
-2.209780783747007,22,38
-0.7494135204988623,43,61
-2.8704630352466474,50,98
-17.29771658124269,39,53
13.836069242094567,55,77
19.134673929152427,71,1
-11.610698909266786,8,2
4.8782240793520515,13,18
1.4627893370965097,57,73
15.859806003700093,62,65
8.164070517362262,98,44
9.986474844650953,33,13
18.076168219278593,64,82
6.539063655867693,31,6
-1.8576964518848307,7,2
-17.923757165221094,22,0
16.254567896220806,31,51
3.5890945020005134,37,60
7.292655192912093,98,22
0.21188155582300894,21,12
-4.255070992608783,100,60
0.15549856745493784,26,37
-18.059841902159825,84,43
11.916495996229987,60,9
-13.681174017178673,51,98
-6.693508492353889,28,30
-16.52021410740955,12,32
12.79785390718601,100,23
-13.266248659250088,36,12
-4.0432227298793535,41,97
-3.3809015326455523,44,18
-7.34294941517466,41,83
14.405013691848431,33,61
10.87127119588516,33,66
9.747110341685246,73,82
-10.995318603243511,78,46
-12.419209065699093,26,30
-10.136237923103115,79,18
-4.553509871161307,41,41
-0.8497365820232297,25,90
-9.993057397368496,51,10
-1.6895172824896392,26,39
-12.624740436436138,50,74
-9.241949309274485,67,80
-9.57028454438757,60,97
9.084765592692538,33,72
-1.6601912854979233,74,38
4.608677138824625,2,86
6.772259840325713,24,7
-17.259434371629272,24,76
11.793539418115468,64,33
-8.641120263890588,75,41
0.3901002801107545,81,80
-6.464522379734333,36,47
10.943543151349221,12,14
-10.869744667350423,81,30
18.550606050255354,14,46
-3.99508216814516,5,47
8.465389142508336,38,2
5.657910741052778,12,44
9.703483536489472,75,49
2.0427741061789817,73,34
-4.648205996488667,25,35
-12.816266407551144,26,68
0.7777083735627208,21,25
-17.56571095523376,96,89
-17.647022757553067,79,51
4.535675732812873,64,23
-0.7804223295658161,42,5
0.24419257098833214,42,70
-7.252242343920653,64,51
11.622629518421693,10,27
-11.952604176457765,85,44
3.445173032188663,92,77
14.41912435383734,33,38
13.362847328668394,66,84
-18.854879656407366,94,10
-8.84055274764075,76,75
8.589325000815272,57,49
9.629795986770024,10,33
-0.6901894759980429,49,34
-11.900876465414303,100,70
-8.839981676976771,71,22
12.038295587736968,9,0
-12.313589912670363,78,19
17.692523860484812,7,31
0.03473844133841553,63,97
-8.663183164058562,29,53
-4.415410788586481,35,19
-9.739497549444529,29,77
-4.62660193336896,55,68
-14.768149371071853,94,87
12.926474720968116,68,20
18.54626361465816,18,75
6.365585674892454,48,65
12.343235600911548,97,73
-10.87682397847377,76,12
-17.489846898027793,61,94
5.08448548525822,60,45
12.703158525262374,24,23
13.373712132869159,77,25
1.310539781472869,10,32
4.884028850789672,29,40
-5.2699402760318215,70,87
13.226758359916744,65,0
7.904223471635309,34,8
-12.565157018431226,42,94
-8.822462998891435,66,58
-13.925756358577042,96,87
0.2289544489596409,50,42
-11.910451559215772,45,25
-13.64927898566112,61,38
-13.582658427645026,61,53
-9.365139933343674,31,21
12.361169500402653,16,96
17.531651806919257,50,95
19.834346381768007,27,96
-18.38875909415869,84,72
2.7562550686100806,50,14
-9.342238317118564,18,85
19.5563528522801,96,79
19.373138762402164,56,98
17.364260907078474,74,88
-19.431034652770304,96,98
-13.819145041126312,86,24
2.098022977323737,6,100
-12.508466875819057,7,52
14.194069668501278,29,9
7.98950468070182,6,79
-12.636690967840103,57,17
12.736452878063282,85,49
-0.0690468488218059,26,28
8.388468467120571,39,16
-14.40685156947569,99,57
0.7141062686188775,35,3
11.053522300267339,18,67
-6.17650997733981,90,52
-12.527057866655745,55,78
5.578719466173759,69,3
5.762831682719934,79,12
-11.826095469765242,23,49
-17.22599825450967,23,52
-13.341953844200782,29,55
-8.978908164556408,38,69
-18.548875199772418,44,68
16.909263705485273,98,54
-10.779869586087528,48,32
9.556768399524938,34,69
-3.4136995119758105,19,33
0.07935292189181808,35,68
1.4777110786002225,74,57
10.911832129477908,18,35
11.516521731147598,39,12
-14.349082429489929,88,91
-7.866262417361138,21,6
2.9215526838143973,64,56
-6.783756972464801,83,8
-14.688027835075982,98,25
-3.6626304840799406,22,96
-11.263042657838994,23,54
-14.261045741341327,38,22
-7.838866692019133,86,100
-8.01247106816934,37,55
-16.112106074447933,46,25
3.3646999186048596,6,74
-7.426250729414971,43,48
-13.068514329763401,72,76
12.743885701871633,92,51
-19.896973467050856,40,90
-1.8283422601385766,41,65
-2.6021601745391756,73,60
6.845967879414939,78,15
-4.424003639763141,47,92
0.5086512332054198,71,19
16.338047742817594,21,95
-13.268704923737001,62,86
-15.779691423655425,83,72
9.870333072107563,56,95
9.716064013109495,81,3
16.78582037139693,55,49
19.326282661317904,33,41
-4.62457151861857,22,9
-4.902911856162003,27,3
16.186303934739428,40,55
14.428460479188537,9,74
-4.982371537153432,51,65
-16.94814115664115,55,91
3.248961673263576,22,61
-9.252002118578599,9,11
16.34379498156671,64,39
12.24468972063675,28,84
16.038944114045712,45,44
-16.76343996769436,40,97
14.58451299589781,68,97
3.723435342128738,43,35
-11.382943084584362,28,49
-7.949514807682977,49,53
-1.7345948917741225,19,66
5.105759809616565,62,38
-10.690898140816962,7,5
-11.718293254131954,88,64
15.686428324052912,64,11
13.808882218563483,99,0
10.671073380248018,43,83
10.435629241455686,15,35
10.638954556362883,68,37
16.96399256561385,49,47
13.748815796743045,12,46
-4.45703153773151,64,2
-1.1479007785976556,71,49
4.182530787881234,0,50
-0.9760118184199804,19,44
-8.122517567757242,24,19
14.446003140632406,28,45
12.13796877487021,66,71
-4.405623988904978,92,10
-15.41333594779109,17,55
-19.80521742227646,81,0
-16.30215485071787,87,29
-13.810272708355447,56,59
6.311635172624747,52,40
-11.215516407796912,69,51
5.3930190032917125,91,77
-6.8671003325579285,61,19
15.802106604043814,51,29
-1.236937157479609,77,44
6.914011238800963,25,75
-1.5621252967809411,70,11
16.501552055711983,10,38
7.496427269763895,20,65
5.6863376198852436,68,86
3.6920354728327,30,74
19.54446080145982,44,47
7.3903073805597295,63,12
10.16560731737837,26,61
-16.731519547705737,96,17
12.568900423558766,33,18
3.868667442783238,49,26
-6.533522777379552,99,10
3.2676180246259854,68,29
5.022005256605851,25,0
-9.592421836514031,47,76
-2.517413142976892,51,58
8.853896286622188,98,7
-10.966077779185571,83,62
13.445013517504876,77,21
-16.89893959098506,4,19
3.2487111038887804,11,77
-4.812528626323719,12,13
-17.86746395595172,90,79
10.979475220473077,90,18
1.8616736358214467,15,38
8.613033002887612,50,92
-4.795072362895635,53,37
14.384814483865242,67,72
-16.65173961762957,12,49
-10.6658624411461,17,5
11.784125986943188,75,25
18.18717022305588,18,48
13.857828788954848,80,99
-10.76558417187361,41,19
-6.0584586084059175,70,24
10.619846691864467,20,7
17.85087821930552,52,26
-8.430107456361156,0,20
-4.54631577086869,13,74
-19.08509988648675,2,82
0.17607464527997863,95,12
-16.473530517462407,8,46
-16.576282630195056,10,4
10.452645451400514,22,89
-6.243203924681207,29,70
17.42559014609195,46,12
8.643342872850482,4,87
-8.209510422692965,29,23
7.2752808189895575,89,97
14.623993487368502,67,38
-2.5585148779832956,90,67
2.4708672573583783,28,83
-11.300464332932396,44,76
-3.9116519245256853,6,56
3.1619739645229927,15,54
4.619131949293273,71,59
8.801375767451788,88,52
18.29412757493386,87,93
13.541494766703089,40,100
14.063489291080046,60,22
2.3004810878572926,50,43
-14.23305983241082,54,61
5.41968084992185,63,76
-3.749667732177244,50,37
-18.72636758913763,20,57
-12.205851306625956,57,13
10.362975451345488,79,35
5.240207505569259,46,56
19.1372615101647,10,55
16.937825517887227,60,40
3.770375966731642,71,4
-13.802341858858114,98,74
-6.546168971151868,5,15
-10.679572252654005,100,75
-1.1793485754577517,74,16
12.022937472674656,27,30
12.873935955466315,41,71
-12.87737125909134,51,11
1.963507038607922,10,7
7.069305683260655,69,12
-4.134735487958508,39,22
16.217464407357205,29,4
-5.639236805454226,55,71
-0.39460809687821197,77,2
3.473432886702355,76,68
-2.9058993707466882,98,41
18.545404899867357,5,41
10.418614047510829,48,24
13.1633427805044,32,95
10.105210320239738,10,79
3.5242694486891715,64,74
-18.873436066924253,26,23
10.589735141881249,29,87
4.5077679826271435,45,53
-16.770694283387748,25,38
-15.25673074791758,27,59
-0.7522709274631758,31,45
14.113538336642137,73,60
2.1499285273323636,11,45
16.784630643295138,99,21
12.62610377897122,85,81
5.231345212995464,15,80
-7.465516163261876,81,64
14.109349793202789,70,11
6.367731751731959,51,86
2.110613745906832,99,7
0.024934296063001682,1,96
-11.487513758451406,72,11
-19.370452541428605,93,80
8.6602796283452,27,93
16.784423628125815,61,76
-12.653510455171787,28,59
17.388946145266736,82,20
-17.123526964188855,91,8
2.0986066629767137,55,27
-15.377635616651757,24,70
15.564178303508662,92,81
-15.870392404601246,86,41
-9.957815174434138,73,32
12.237361085807201,40,45
7.539469319546281,4,63
-4.474886382465018,61,22
13.470766046935985,96,52
5.4279977659356184,61,64
-9.608900808376784,4,54
9.610774658905704,67,38
-6.677611240430865,36,63
12.629537439679432,67,82
11.263687616787458,88,18
-7.659271215228749,31,3
-15.85391899595944,13,6
12.831541801351058,90,28
-5.422046326545189,89,74
-6.9871041282006665,62,92
-19.272270918439585,71,7
9.03492320551901,29,44
-9.03727098696507,76,72
-2.5651087430103203,95,4
15.9918104501376,42,94
-14.987729986634367,52,62
-18.47843685229178,52,73
2.4203259458680257,28,42
7.994144966501402,86,87
1.1268176387692463,27,16
-6.416896096321434,77,74
-5.542774597223744,73,33
-14.014077275897128,70,87
-7.531377280263193,48,7
10.35543438570988,89,43
-0.03435759844374786,35,23
15.630305167564728,26,1
-13.27993778284168,56,7
-2.3030946637579888,27,30
8.064318380852114,29,43
-9.108491480602773,43,34
-9.326157128611957,42,57
-15.775922054336217,54,3
15.717247313036346,87,75
-13.09884889201745,64,79
18.805082139964803,26,21
-2.046486478979954,0,80
19.27142031158811,9,88
-18.385863972092793,42,57
2.6837234405568857,68,14
7.63355614856453,8,19
0.6539610176030024,66,30
2.804111778622584,28,68
1.5360091760726817,1,93
-14.021713563405012,81,53
1.2763060141411557,13,58
1.669190505250711,61,90
-5.776735331610507,54,45
4.299340226582437,28,13
-3.5238358082570898,4,80
10.206194991984766,68,93
-18.47159515692972,65,3
-19.601963720919695,38,67
0.9568376380994827,22,66
19.5689210935844,94,6
-2.1815538452687946,15,38
-19.524832801993135,21,98
-7.3157634391603175,90,76
-1.3099641607711767,28,35
16.04516972885955,68,50
-15.14870305438925,11,35
16.97560578403558,12,91
17.60613316564607,7,31
5.638289868926453,23,77
-10.992689830047091,91,35
1.468332025569559,36,34
12.666017464940701,90,46
-5.678119099688779,35,59
16.212468691479508,72,68
-16.523097826339324,14,5
-7.71262788096784,58,11
19.72791646011168,4,38
3.354969972535393,91,61
3.613668111866353,14,48
-10.405196863326186,99,11
14.302294806091325,17,71
-2.8367277709306933,85,81
11.741524242750017,4,17
12.427365853067442,85,73
-13.005709941007598,16,69
0.07151493203405579,21,4
-4.640373754492382,84,86
-13.806172901380611,86,88
-15.06414254792928,63,6
-18.16801914562207,27,42
8.07853914154424,91,44
11.286026085881282,80,68
-1.1444494463262274,82,30
2.5567793930742084,12,18
-9.520168964374918,44,99
8.592017109362132,33,43
3.3582656208127375,53,34
15.292640397212423,32,42
9.845907562657729,15,72
-19.242583295494423,42,87
12.39399409339962,60,17
-18.914822535732743,93,60
12.553822269254617,2,43
19.490707044834195,90,72
-0.7648583372971807,58,52
-10.924094780776672,19,55
-19.617151233307194,31,33
-13.988279908337123,20,32
0.15128183681776264,45,3
12.263433777411365,68,83
14.859123431763713,1,22
7.34243596716076,85,49
-16.527161317180003,70,35
19.653758451745304,73,89
9.88415945356796,51,62
-2.9417134575845196,0,42
