name,cpu,ram,creation_time,exec_time,real_cpu,real_ram
codeco_pod1,14.0164,9.0942,0,97,9.8803,8.8442
codeco_pod2,14.9422,10.3444,16,49,13.3289,9.853
codeco_pod3,12.9183,16.7507,19,8,7.2628,14.555
codeco_pod4,3.2683,3.6114,38,60,1.7991,1.9092
codeco_pod5,14.7601,10.6006,42,35,14.5356,10.197
codeco_pod6,10.2254,9.8091,56,87,9.4556,7.5469
codeco_pod7,10.655,1.7136,66,83,7.0348,1.5855
codeco_pod8,11.1743,18.6049,75,38,7.6737,10.5042
codeco_pod9,13.3684,18.6986,92,21,11.5813,17.5117
codeco_pod10,12.9974,10.7641,94,82,11.9775,8.1606
codeco_pod11,8.1098,5.222,97,57,6.7326,2.8168
codeco_pod12,11.251,19.8348,103,63,10.4539,17.8568
codeco_pod13,8.0136,12.6101,115,82,6.5614,11.2796
codeco_pod14,6.6997,3.7848,118,44,5.9494,2.9855
codeco_pod15,13.0987,6.5993,120,94,9.4154,4.3573
codeco_pod16,7.2686,10.725,137,84,4.378,9.3772
codeco_pod17,7.8213,6.3676,141,8,6.9087,4.0147
codeco_pod18,5.2848,7.1622,161,86,4.8832,5.6661
codeco_pod19,1.4561,2.4508,173,10,0.8475,2.1704
codeco_pod20,4.6906,8.765,188,64,3.465,8.2397
codeco_pod21,14.5957,18.8685,196,61,11.8374,18.4686
codeco_pod22,4.6586,8.2722,204,54,3.5472,5.6241
codeco_pod23,4.284,8.0307,206,25,4.1694,4.4363
codeco_pod24,13.4807,19.8075,213,87,7.3961,18.4187
codeco_pod25,6.2921,11.1052,224,12,3.7927,9.6673
codeco_pod26,4.4868,11.5354,238,63,4.0264,10.91
codeco_pod27,9.5048,13.5497,241,27,8.399,12.9286
codeco_pod28,4.4027,15.5856,253,16,3.9557,8.4936
codeco_pod29,14.5239,4.8223,271,92,13.209,2.7576
codeco_pod30,1.2649,13.7998,274,66,1.0551,11.5975
codeco_pod31,3.355,17.6093,282,76,2.2305,11.5523
