name,cpu,ram,creation_time,exec_time,real_cpu,real_ram
codeco_pod1,1.6072,17.194,0,17,1.2281,16.5306
codeco_pod2,2.4417,5.156,19,9,1.3697,3.3868
codeco_pod3,1.4432,11.2593,32,63,1.422,10.2573
codeco_pod4,8.6922,1.5718,43,38,6.451,1.5546
codeco_pod5,10.658,11.7636,46,49,7.4315,10.6011
codeco_pod6,2.5607,8.5427,50,73,1.7925,5.4548
codeco_pod7,1.8017,11.701,70,75,1.4023,8.6891
codeco_pod8,12.5995,4.8772,71,21,9.8779,2.6221
codeco_pod9,11.9895,19.6676,87,72,6.8656,14.4404
codeco_pod10,1.3308,14.1075,89,39,0.7219,11.1441
codeco_pod11,9.9331,13.2474,104,58,5.7207,11.8968
codeco_pod12,14.8291,4.216,107,34,11.9155,3.2577
codeco_pod13,2.165,2.4865,112,91,1.6892,1.6688
codeco_pod14,7.238,19.8608,125,32,5.5414,15.4987
codeco_pod15,13.841,12.7939,138,74,13.2474,10.5753
codeco_pod16,1.6165,15.6052,153,82,1.1382,7.9808
codeco_pod17,5.6886,1.2021,163,78,4.8926,0.6946
codeco_pod18,10.5189,2.1506,183,11,9.3236,1.3042
codeco_pod19,6.9815,16.1744,200,60,3.7979,8.3691
codeco_pod20,9.6945,14.9055,207,28,5.6506,14.1541
codeco_pod21,6.0128,1.0564,211,53,3.966,0.6817
codeco_pod22,14.0693,7.8111,215,91,11.7547,7.3109
codeco_pod23,3.6239,6.4621,223,24,2.6224,5.3313
codeco_pod24,3.4037,2.6587,226,72,1.8554,1.3308
codeco_pod25,10.5848,15.4819,230,15,10.041,13.3081
codeco_pod26,14.135,1.0944,237,47,11.3614,0.5746
codeco_pod27,6.2677,11.176,240,7,6.188,6.873
codeco_pod28,7.8467,19.9089,248,73,7.7036,12.2783
codeco_pod29,10.1091,5.6639,255,84,5.2668,4.2267
codeco_pod30,4.4527,8.1648,271,75,2.2666,5.4827
codeco_pod31,12.2497,8.7325,280,5,7.073,4.8806
codeco_pod32,11.3451,8.0651,295,31,6.6637,5.2841
codeco_pod33,2.6093,9.5619,315,28,2.192,9.0098
codeco_pod34,12.7065,12.5624,335,21,10.1052,10.6019
codeco_pod35,9.5804,12.7681,344,84,6.9875,10.9174
codeco_pod36,14.574,11.5174,361,48,8.0191,7.8767
codeco_pod37,4.3273,4.1133,366,22,3.7017,2.345
codeco_pod38,2.8164,15.6636,370,52,2.3449,9.4144
codeco_pod39,2.1557,12.8147,372,80,1.2171,11.0876
codeco_pod40,7.5438,11.6565,377,66,5.0482,9.9875
codeco_pod41,8.4959,11.5291,395,62,7.3018,10.6647
codeco_pod42,10.6927,7.4577,400,59,7.1064,6.9417
codeco_pod43,3.2397,10.944,412,94,1.6452,7.3969
codeco_pod44,8.0506,11.5355,419,35,7.4508,7.695
codeco_pod45,13.4689,3.7404,431,100,12.9288,3.0432
codeco_pod46,13.3862,14.2354,442,30,8.4895,8.9456
codeco_pod47,7.4688,5.9524,447,100,4.7681,4.6932
codeco_pod48,7.9962,16.7896,462,10,7.6585,9.5722
codeco_pod49,3.8177,7.9467,480,47,2.6665,5.7656
codeco_pod50,13.0966,17.2195,497,91,11.2458,15.7409
codeco_pod51,3.0061,18.4844,504,95,2.0207,17.118
codeco_pod52,7.7063,13.2288,514,90,7.1004,9.7049
codeco_pod53,3.8833,16.0428,519,65,2.6361,15.4095
codeco_pod54,6.4069,19.4675,522,41,3.6677,12.1748
codeco_pod55,3.5448,15.1379,536,8,2.8671,10.6481
codeco_pod56,4.6254,18.1128,549,70,3.7986,16.2677
codeco_pod57,13.1886,15.2793,550,69,11.9286,15.0587
codeco_pod58,12.2229,13.1281,565,92,9.1427,12.9648
codeco_pod59,4.5709,9.1094,584,36,3.928,7.4604
codeco_pod60,1.3508,1.1511,588,74,0.8957,0.8394
codeco_pod61,1.9141,3.2223,602,88,1.5364,2.0884
codeco_pod62,11.8301,16.5092,605,66,9.4966,10.013
codeco_pod63,3.201,8.0385,612,78,3.0886,4.5068
codeco_pod64,10.2367,16.8205,614,15,5.3713,13.5376
codeco_pod65,13.1027,18.8228,616,5,6.6207,11.3714
codeco_pod66,4.3217,7.1708,622,20,2.896,4.3671
codeco_pod67,7.5829,14.892,629,67,6.7638,11.9595
codeco_pod68,10.37,11.0669,637,56,8.8058,7.9501
codeco_pod69,3.357,9.025,646,91,3.3207,6.318
codeco_pod70,6.7463,1.3532,665,6,5.0022,1.1233
codeco_pod71,2.8633,8.432,682,34,2.4082,8.0165
codeco_pod72,12.279,1.012,683,87,11.7582,0.6076
codeco_pod73,12.9956,1.5072,694,49,12.4928,0.8382
codeco_pod74,7.8892,6.133,701,11,5.5108,3.433
codeco_pod75,6.1482,14.4385,704,30,5.0455,11.2449
codeco_pod76,14.4764,4.1538,707,56,9.9055,2.6523
codeco_pod77,5.7672,4.3057,717,52,5.4853,3.908
codeco_pod78,14.1522,4.5747,720,16,13.6585,4.2936
codeco_pod79,5.9557,15.7787,735,87,3.5772,11.4787
codeco_pod80,12.9752,8.133,739,28,12.4153,4.7585
codeco_pod81,11.1752,18.9763,741,46,8.4895,15.8074
codeco_pod82,4.3971,15.7555,754,23,2.666,11.1286
codeco_pod83,1.7416,19.437,764,26,1.179,19.0823
codeco_pod84,9.3115,2.4536,781,57,9.0279,1.3105
codeco_pod85,3.4559,1.4801,800,34,2.5482,0.9954
codeco_pod86,4.4445,18.2775,804,52,2.8342,17.5088
codeco_pod87,8.9353,17.6315,817,31,5.2499,12.2279
codeco_pod88,11.0787,4.1154,837,77,8.4851,4.0077
codeco_pod89,9.7234,13.5107,838,62,6.5007,11.0218
codeco_pod90,14.1822,15.1718,857,63,11.4446,9.9877
codeco_pod91,8.7662,2.3469,864,60,8.4928,1.7393
codeco_pod92,3.1485,17.5084,875,56,2.7215,16.0304
codeco_pod93,6.8812,7.7595,895,38,5.2508,4.2364
codeco_pod94,8.2159,17.7824,902,56,4.2036,11.9327
codeco_pod95,11.5933,19.4368,921,23,8.4116,12.2194
codeco_pod96,14.6205,12.4905,939,64,9.7702,7.326
codeco_pod97,9.6828,18.7223,944,13,9.5802,14.6183
codeco_pod98,10.6014,7.8528,964,75,9.2608,7.051
codeco_pod99,11.7684,12.7933,984,18,7.7684,9.2917
codeco_pod100,4.2779,2.694,992,21,3.0447,2.1965
codeco_pod101,13.1545,17.5688,1000,74,10.1942,10.7486
codeco_pod102,8.7478,13.9818,1006,37,5.54,13.0542
codeco_pod103,10.5013,9.7372,1017,88,6.9211,6.6845
codeco_pod104,6.6928,14.1142,1028,44,4.8909,12.4223
codeco_pod105,8.2108,13.7601,1030,95,4.3036,9.9452
codeco_pod106,1.8061,16.9661,1040,43,1.6481,12.5145
codeco_pod107,11.8025,2.3216,1054,16,9.6919,1.2752
