name,cpu,ram,creation_time,exec_time,real_cpu,real_ram
codeco_pod1,5.7853,11.9077,0,9,4.9427,10.1762
codeco_pod2,2.74,18.6976,16,46,2.1344,14.1837
codeco_pod3,10.8834,12.8242,31,56,6.2289,9.2123
codeco_pod4,8.8459,14.0483,46,18,7.2038,12.5703
codeco_pod5,7.5249,10.0576,51,29,5.0567,8.708
codeco_pod6,6.0836,11.6087,60,12,4.617,8.8622
codeco_pod7,13.325,9.4041,67,10,8.7991,5.5606
codeco_pod8,1.6848,3.5902,84,55,1.5086,3.2478
codeco_pod9,6.0551,2.0385,91,97,5.4133,1.3427
codeco_pod10,12.16,7.4285,93,99,6.4831,4.3048
codeco_pod11,6.5307,10.0041,97,9,5.6993,6.6396
codeco_pod12,12.1483,1.6345,110,78,11.9647,1.5443
codeco_pod13,8.3075,9.5085,130,16,4.1633,4.8366
codeco_pod14,14.5456,3.225,132,12,9.5901,2.2191
codeco_pod15,14.425,16.9218,133,7,11.0657,10.9979
codeco_pod16,7.6589,8.3677,147,81,5.5896,7.2285
codeco_pod17,9.101,14.4,151,64,6.4997,13.3419
codeco_pod18,8.1394,14.1841,156,28,4.7917,8.2563
codeco_pod19,8.5838,16.5526,164,35,6.8867,8.628
codeco_pod20,9.2299,14.6128,172,93,5.9004,10.2764
codeco_pod21,7.5055,19.7498,175,28,5.7359,15.601
codeco_pod22,8.3595,2.1763,181,35,5.6089,1.495
codeco_pod23,13.9019,6.7522,190,30,10.0251,6.6133
codeco_pod24,11.9413,8.4386,207,98,9.4403,7.4578
codeco_pod25,9.532,8.4904,226,81,4.8634,6.278
codeco_pod26,11.9398,2.089,228,60,10.7703,1.8335
codeco_pod27,4.8567,15.984,229,92,4.5567,8.5722
codeco_pod28,11.3907,1.0735,241,47,6.7498,0.5489
codeco_pod29,13.3118,3.4041,248,77,8.9458,2.3994
codeco_pod30,5.3688,6.9616,249,11,3.2902,6.5394
codeco_pod31,9.447,6.9558,258,30,8.4326,4.5792
codeco_pod32,3.0422,2.7671,274,29,2.5531,1.6062
codeco_pod33,14.8007,13.8737,283,69,11.7204,12.3886
codeco_pod34,10.8357,15.8831,300,84,10.2828,8.0126
codeco_pod35,4.8583,2.2227,310,19,3.8133,1.3686
codeco_pod36,2.3053,11.0287,319,14,1.7836,5.6718
codeco_pod37,14.8805,14.4525,329,77,13.0887,7.2923
codeco_pod38,1.685,14.9175,330,73,1.1302,11.1702
codeco_pod39,13.5573,13.0717,332,32,11.1688,12.0778
codeco_pod40,11.8608,16.601,341,7,10.6461,14.8038
codeco_pod41,8.476,8.8064,354,62,4.7907,7.6387
codeco_pod42,12.8866,14.8836,355,60,8.0658,12.9768
codeco_pod43,11.4574,16.4012,371,63,9.0272,9.7822
codeco_pod44,14.0275,9.5669,377,25,11.0536,4.9073
codeco_pod45,9.4121,9.0666,391,8,8.9664,6.4114
codeco_pod46,6.2969,7.7244,402,46,4.9066,4.1209
codeco_pod47,13.3835,5.607,404,78,11.4089,4.7769
codeco_pod48,1.2563,4.0624,416,54,0.6517,2.0416
codeco_pod49,10.1905,15.2276,424,89,7.8952,9.172
codeco_pod50,5.2406,5.3874,442,33,3.0256,3.5601
codeco_pod51,1.3424,8.2842,460,18,0.9741,4.5368
