name,cpu,ram,creation_time,exec_time,real_cpu,real_ram
codeco_pod1,3.3173,1.2787,0,76,1.8182,1.1788
codeco_pod2,7.5151,9.7257,7,23,4.2506,6.4221
codeco_pod3,7.3631,10.7685,24,24,4.9823,10.38
codeco_pod4,3.2849,2.3852,38,34,2.8263,1.527
codeco_pod5,7.343,8.126,43,52,5.8617,5.3842
codeco_pod6,8.5861,5.923,55,13,5.0067,4.9346
codeco_pod7,1.5563,1.2593,74,21,1.2172,1.1397
codeco_pod8,1.9228,7.7485,79,57,1.8591,7.0974
codeco_pod9,13.265,9.9946,90,42,8.4198,8.447
codeco_pod10,7.2687,18.9619,109,5,5.604,18.5281
codeco_pod11,5.443,16.3959,116,30,3.1607,10.0008
codeco_pod12,1.1122,14.6735,128,52,0.8457,13.8968
codeco_pod13,5.9116,4.4058,133,68,3.4121,3.7426
codeco_pod14,6.1397,15.9003,145,96,4.5602,14.5523
codeco_pod15,3.846,12.5899,151,60,2.2737,11.0784
codeco_pod16,5.4578,4.0828,166,71,4.7007,2.8023
codeco_pod17,12.8942,4.9481,182,13,6.659,4.3045
codeco_pod18,11.4839,4.3266,195,17,7.9496,3.93
codeco_pod19,1.8799,14.2699,205,57,1.0097,9.3524
codeco_pod20,6.5799,4.3955,216,43,3.5041,3.3957
codeco_pod21,14.0047,5.2992,223,24,13.2068,4.3884
codeco_pod22,2.9415,11.4348,229,65,2.2602,10.8766
codeco_pod23,12.3151,2.5681,245,60,8.4396,2.3637
codeco_pod24,6.9014,19.9186,251,32,3.5076,18.6567
codeco_pod25,11.4389,6.4404,260,87,10.5517,3.8264
codeco_pod26,11.9237,7.017,265,30,8.9963,5.7382
codeco_pod27,6.9682,10.6351,268,29,5.0675,8.8302
codeco_pod28,9.6532,17.1081,276,30,8.8301,8.8339
codeco_pod29,7.3815,12.7113,278,59,4.7912,10.9592
codeco_pod30,6.0357,4.6053,289,11,5.7472,2.7573
codeco_pod31,2.824,10.1886,306,39,1.5804,7.8953
codeco_pod32,10.5885,11.6311,325,95,7.6716,9.0141
codeco_pod33,6.3471,17.6958,340,83,6.1418,10.9842
codeco_pod34,6.6506,8.2622,346,46,4.9174,4.451
codeco_pod35,13.1865,17.3984,352,100,7.5327,14.3584
codeco_pod36,11.5129,5.9394,355,75,11.0365,4.6476
codeco_pod37,9.0177,8.7908,364,25,7.5605,4.5118
codeco_pod38,10.8403,5.3065,377,35,9.469,4.7761
codeco_pod39,9.54,14.1364,395,27,7.3539,9.9949
codeco_pod40,2.4257,16.3399,405,74,1.5079,11.0965
codeco_pod41,3.2286,11.2542,408,34,2.1257,7.7672
codeco_pod42,10.195,3.6174,420,57,8.9494,3.2015
codeco_pod43,8.8728,1.6029,423,61,5.964,1.4582
codeco_pod44,5.2685,2.3929,430,26,3.3595,2.3654
codeco_pod45,1.3078,14.1569,435,93,1.1656,12.1747
codeco_pod46,5.3036,1.6855,441,85,3.678,1.6472
