name,cpu,ram,creation_time,exec_time,real_cpu,real_ram
codeco_pod1,6.2173,2.0076,0,78,4.6974,1.5317
codeco_pod2,7.1551,6.0037,16,38,5.8581,3.8465
codeco_pod3,9.7617,2.4029,22,9,8.5029,1.4942
codeco_pod4,7.3298,2.2457,33,16,4.4604,1.4931
codeco_pod5,3.9546,12.9701,35,57,3.3356,9.1253
codeco_pod6,6.5564,15.9241,41,68,5.4531,12.6787
codeco_pod7,11.3037,2.6783,57,31,6.7487,2.2273
codeco_pod8,4.4101,16.9894,60,90,2.2762,15.5993
codeco_pod9,14.1632,12.5819,80,73,12.0437,12.3286
codeco_pod10,5.8171,2.7154,89,69,4.4215,1.9655
codeco_pod11,5.7536,13.8684,96,48,4.8703,9.0605
codeco_pod12,14.9469,8.2495,106,97,14.1439,7.5342
codeco_pod13,4.9665,13.512,115,49,4.8536,9.5241
codeco_pod14,13.8483,8.1753,118,17,10.6623,4.1547
codeco_pod15,12.7435,1.0309,126,52,12.1462,0.8616
codeco_pod16,5.4978,4.1739,137,62,4.4248,2.1907
codeco_pod17,9.8267,6.3592,144,57,8.2896,4.8453
codeco_pod18,9.2527,2.5677,162,82,5.9865,1.8302
codeco_pod19,8.4678,5.8049,176,82,7.4491,4.0079
codeco_pod20,11.5557,6.77,187,45,10.251,4.9158
codeco_pod21,1.7702,16.5062,205,65,1.5121,9.5913
codeco_pod22,3.0858,2.996,208,21,2.536,1.9574
codeco_pod23,9.1742,1.5736,225,97,6.2131,1.2453
codeco_pod24,2.3831,9.3734,227,5,1.3491,7.1845
codeco_pod25,12.5227,2.4924,243,100,8.7739,1.5793
codeco_pod26,8.4276,1.1775,246,57,6.8577,0.6911
codeco_pod27,4.6278,12.0035,260,22,3.1486,10.8727
codeco_pod28,3.7136,10.2199,271,64,2.88,5.7431
codeco_pod29,11.5103,10.0637,275,10,8.3341,8.1885
codeco_pod30,14.846,17.1466,276,17,14.0699,9.3553
codeco_pod31,14.2316,16.2556,282,23,9.4134,13.061
codeco_pod32,5.853,13.2253,296,81,3.4895,6.7679
