name,cpu,ram,creation_time,exec_time,real_cpu,real_ram
codeco_pod1,1.6206,15.9496,0,64,1.259,11.9979
codeco_pod2,8.368,15.508,19,100,5.3154,7.9239
codeco_pod3,2.1356,17.5716,24,14,1.8566,10.264
codeco_pod4,11.0005,12.0394,32,74,8.2987,8.8007
codeco_pod5,11.6132,8.127,46,59,9.1483,6.1928
codeco_pod6,4.8107,15.9441,51,69,3.685,10.2821
codeco_pod7,10.6813,8.3069,54,59,8.4984,8.176
codeco_pod8,9.6572,17.6294,60,96,6.1437,16.1617
codeco_pod9,12.9609,17.347,61,37,11.3887,11.0984
codeco_pod10,14.852,19.5893,65,36,9.8859,9.8071
codeco_pod11,6.9816,6.9992,74,16,4.4929,6.8871
codeco_pod12,3.3468,4.1886,85,30,3.2694,3.9991
codeco_pod13,4.1084,13.376,102,48,3.9284,11.837
codeco_pod14,11.7256,6.0107,120,5,9.9045,3.0865
codeco_pod15,10.8516,13.8937,128,88,9.1174,9.8829
codeco_pod16,5.9784,14.9055,148,26,5.1724,11.0091
codeco_pod17,4.9893,14.2112,150,91,3.0239,7.7605
codeco_pod18,3.6568,13.446,165,24,2.2513,9.8508
codeco_pod19,5.2087,19.0323,174,32,3.6565,16.5005
codeco_pod20,5.6891,3.9786,190,30,3.0861,2.9254
codeco_pod21,13.4469,17.1905,200,28,7.6422,16.6729
codeco_pod22,6.3103,10.1543,201,33,4.8314,8.8727
codeco_pod23,6.637,8.4333,214,5,4.0449,7.2029
codeco_pod24,6.1723,13.3245,225,82,5.0132,7.9105
codeco_pod25,8.4552,12.8957,231,10,7.6739,10.5338
codeco_pod26,11.0751,13.863,250,22,9.5816,11.2268
codeco_pod27,6.7261,4.0894,254,17,5.2946,3.8327
codeco_pod28,7.423,19.0178,257,69,7.0345,13.1981
codeco_pod29,11.2158,17.9058,277,53,11.0765,12.2464
codeco_pod30,8.2151,15.3384,288,35,7.1417,11.7906
codeco_pod31,2.9169,16.7116,290,94,2.8027,14.731
codeco_pod32,12.3184,19.9492,295,8,7.1953,18.6993
codeco_pod33,8.3038,19.169,298,90,7.0127,17.5603
codeco_pod34,2.732,16.0472,317,32,2.0607,11.0272
codeco_pod35,3.8464,5.5942,324,73,3.373,2.9866
codeco_pod36,2.2528,4.4724,329,7,1.5697,2.674
codeco_pod37,6.394,10.0941,341,22,5.7282,6.1959
codeco_pod38,12.0724,11.5934,355,16,9.7732,6.866
codeco_pod39,5.0004,10.7465,367,37,4.0266,6.4202
codeco_pod40,3.2195,15.3337,386,45,1.9677,8.895
codeco_pod41,8.3981,17.8892,406,84,5.5879,17.3304
codeco_pod42,5.8453,18.0265,407,54,4.5719,17.6712
codeco_pod43,14.2853,7.2035,410,42,9.7497,5.1848
codeco_pod44,12.6336,12.8124,416,51,11.5044,9.7104
codeco_pod45,4.949,15.6262,417,51,4.0927,14.5848
codeco_pod46,9.0689,5.4032,420,27,6.4584,4.8372
codeco_pod47,1.2994,11.7874,431,90,1.2654,9.7392
codeco_pod48,6.7439,17.3243,442,53,3.7749,15.5647
codeco_pod49,1.9676,13.8443,455,64,1.2331,8.8213
codeco_pod50,5.8537,7.0188,475,67,3.7999,5.3247
codeco_pod51,4.9366,11.2698,478,52,3.9161,7.9796
codeco_pod52,5.0423,11.8641,481,86,2.659,6.2434
codeco_pod53,5.3566,9.7232,483,69,3.6792,6.0626
codeco_pod54,4.56,18.751,492,49,4.1528,14.2981
codeco_pod55,6.7129,8.8538,506,50,4.4683,5.5194
codeco_pod56,9.0652,6.1639,508,63,6.357,3.3324
codeco_pod57,12.9182,1.5376,513,78,9.3585,1.37
codeco_pod58,8.6126,11.145,515,47,4.581,9.1583
codeco_pod59,14.6206,3.9458,529,88,8.6179,3.2574
codeco_pod60,12.2605,16.2461,539,33,7.9636,15.2977
codeco_pod61,5.5433,15.4799,559,83,3.959,8.6284
codeco_pod62,8.9873,2.1219,561,48,6.6046,1.7301
codeco_pod63,1.7903,15.013,576,70,1.0132,10.4131
codeco_pod64,7.4024,8.7458,581,36,6.9632,4.5779
codeco_pod65,10.4715,2.3851,600,15,7.4368,1.7512
codeco_pod66,6.9391,14.4524,611,22,4.7177,8.7596
codeco_pod67,12.7448,16.7565,619,30,12.0455,9.7357
codeco_pod68,1.5865,19.2072,622,44,1.1115,13.6458
codeco_pod69,9.4163,5.795,639,97,6.4374,4.159
codeco_pod70,7.6798,18.3296,653,38,5.3977,12.4677
codeco_pod71,14.827,12.0673,670,37,11.92,10.5101
codeco_pod72,10.4591,18.9951,676,22,6.8393,18.7527
codeco_pod73,5.1055,10.6181,686,55,3.9717,5.4468
codeco_pod74,7.109,16.9342,690,76,6.1203,10.5956
codeco_pod75,10.1295,10.4594,705,85,6.5345,7.8162
codeco_pod76,11.0005,18.8784,719,84,10.7465,14.3106
codeco_pod77,3.3552,5.178,725,11,3.0206,3.572
