name,cpu,ram,creation_time,exec_time,real_cpu,real_ram
codeco_pod1,10.5154,2.9175,0,77,8.9447,1.7379
codeco_pod2,3.9367,19.1313,12,67,2.9629,12.2014
codeco_pod3,6.6919,9.2625,16,93,5.4518,7.3348
codeco_pod4,10.7634,16.0889,27,25,7.9864,14.4066
codeco_pod5,13.1711,13.1453,31,18,11.8998,8.0921
codeco_pod6,14.7291,4.0795,40,70,11.3483,2.8911
codeco_pod7,5.1218,19.3986,43,28,4.6995,11.3305
codeco_pod8,5.9362,7.5797,58,43,4.8365,5.0928
codeco_pod9,2.1682,15.2709,77,78,1.2372,8.0361
codeco_pod10,5.0068,18.5705,79,48,4.1413,15.7702
codeco_pod11,13.8728,17.5272,82,25,7.4185,10.2584
codeco_pod12,7.6479,17.3294,88,94,5.7999,13.1488
codeco_pod13,12.7856,14.3086,102,49,11.3277,10.2758
codeco_pod14,7.0921,17.3826,105,82,4.6365,11.7468
codeco_pod15,6.5358,13.0284,111,73,4.9744,9.2092
codeco_pod16,13.7006,2.6244,126,59,11.4588,2.097
codeco_pod17,9.4597,16.2341,127,97,6.7651,12.2838
codeco_pod18,13.6261,14.5386,147,86,12.3395,8.6118
codeco_pod19,11.9466,11.7336,164,46,10.1497,11.1939
codeco_pod20,4.9421,17.7571,173,83,4.5328,15.512
codeco_pod21,14.9942,12.4877,188,87,11.8066,6.4333
codeco_pod22,14.2238,18.4186,196,51,13.5693,16.2721
codeco_pod23,14.2948,11.5925,206,20,9.8293,8.2825
codeco_pod24,4.4674,16.8403,212,97,4.121,11.5585
codeco_pod25,12.6538,14.8775,232,53,7.7093,13.4853
codeco_pod26,12.2128,15.1471,250,20,8.5019,14.3576
codeco_pod27,9.7555,10.0506,252,56,8.4738,5.6745
codeco_pod28,2.8594,9.5906,266,18,2.6542,7.3221
codeco_pod29,3.8057,4.3472,278,33,3.3836,3.0883
codeco_pod30,5.3378,1.6361,297,90,4.6086,1.3503
codeco_pod31,1.8409,11.5042,304,44,1.3732,7.0141
codeco_pod32,3.0781,6.7189,317,44,2.6401,5.9935
codeco_pod33,1.3599,5.8725,322,9,0.9962,3.6142
codeco_pod34,10.3029,3.3029,325,18,9.5108,2.7896
codeco_pod35,3.9862,1.4618,342,58,2.7527,0.8429
codeco_pod36,13.3601,16.4471,356,7,11.4442,12.4083
codeco_pod37,13.4094,11.4833,363,26,7.5116,8.5707
codeco_pod38,1.9526,2.3182,375,33,1.8702,1.4763
codeco_pod39,2.6618,6.0518,382,29,1.3355,5.3116
codeco_pod40,13.3716,9.9988,399,24,11.3948,5.4851
codeco_pod41,13.1908,13.3535,417,11,11.7631,7.311
codeco_pod42,4.659,7.9768,429,78,3.0932,6.2984
codeco_pod43,12.9851,2.1663,446,22,9.1243,1.6082
codeco_pod44,13.3396,10.454,459,59,7.207,5.4091
codeco_pod45,2.9462,4.8161,463,7,2.0955,3.2674
codeco_pod46,8.423,16.0831,478,85,7.2524,15.4564
codeco_pod47,6.7754,11.116,487,22,5.9525,6.8489
codeco_pod48,9.7686,6.1143,506,57,5.2479,3.7103
codeco_pod49,2.2712,15.4361,514,75,2.0292,14.7071
codeco_pod50,3.3971,5.2756,516,99,3.3091,2.7917
codeco_pod51,9.558,10.5804,525,45,6.0556,8.356
codeco_pod52,8.0976,5.4093,535,43,5.9154,3.3992
codeco_pod53,4.5058,11.0065,539,18,3.6773,9.4009
codeco_pod54,4.4469,15.1278,544,65,4.1048,14.4275
codeco_pod55,6.8595,19.1785,555,24,5.6092,15.1497
codeco_pod56,4.0792,4.9416,569,11,2.1502,3.3037
codeco_pod57,2.7635,13.636,583,77,2.5358,12.3299
codeco_pod58,2.35,14.0593,588,74,1.7197,9.909
codeco_pod59,3.6088,5.2189,594,46,2.2409,3.5806
codeco_pod60,1.4674,18.3048,613,29,0.8044,12.6264
codeco_pod61,14.3395,12.4596,622,81,10.6187,10.0027
codeco_pod62,2.3833,1.2773,635,71,1.9731,0.9087
codeco_pod63,4.8624,10.0164,636,43,4.3902,9.4313
codeco_pod64,10.8663,9.9808,641,56,9.053,9.1342
codeco_pod65,12.4686,14.2653,643,6,11.2275,7.6962
codeco_pod66,3.6282,9.3314,658,96,1.8925,7.6204
codeco_pod67,1.1543,3.7779,667,69,1.0024,3.146
codeco_pod68,1.247,2.1414,685,89,0.6708,1.16
codeco_pod69,1.2737,3.1748,692,18,0.8732,2.8586
codeco_pod70,12.2683,9.8571,694,29,9.437,7.1605
codeco_pod71,3.0307,13.1873,706,91,2.3386,11.3749
codeco_pod72,9.5358,4.725,713,90,8.9801,4.6559
codeco_pod73,4.3481,7.1611,721,51,2.9363,6.0408
codeco_pod74,10.7959,6.3687,725,66,10.6572,5.6592
codeco_pod75,10.8556,18.4313,737,58,9.0176,12.1664
codeco_pod76,8.6279,9.8552,746,59,4.956,4.9711
codeco_pod77,11.4663,11.9979,747,65,9.6592,7.9316
codeco_pod78,1.726,6.3621,750,55,1.4915,4.4376
