name,cpu,ram,creation_time,exec_time,real_cpu,real_ram
codeco_pod1,6.933,13.1022,0,99,5.7852,12.9629
codeco_pod2,6.061,4.8041,10,48,3.8279,3.2576
codeco_pod3,7.474,5.0348,30,66,7.0062,3.0549
codeco_pod4,11.6962,13.802,50,45,11.3203,10.1045
codeco_pod5,6.7395,16.8558,53,30,6.5579,9.6086
codeco_pod6,9.1574,6.6103,63,72,7.546,4.1898
codeco_pod7,10.3837,4.7456,64,98,6.8497,4.1687
codeco_pod8,8.0231,15.1303,66,43,5.4882,10.5637
codeco_pod9,3.9728,18.5093,68,85,2.3058,14.0903
codeco_pod10,6.7678,4.2725,73,76,4.205,2.9552
codeco_pod11,11.6348,17.0508,85,77,9.0332,12.2942
codeco_pod12,3.6553,15.7826,97,38,3.218,13.9436
codeco_pod13,3.4811,17.3222,104,46,2.8126,12.949
codeco_pod14,9.6945,12.6678,119,10,8.0397,12.0718
codeco_pod15,8.3005,10.0797,123,72,6.2777,7.5578
codeco_pod16,10.5408,18.5349,140,42,6.7147,16.8114
codeco_pod17,1.1548,7.2381,150,62,1.0386,4.3088
codeco_pod18,14.3935,4.706,163,5,8.1869,4.2972
codeco_pod19,11.7579,10.8722,166,34,6.9524,6.7745
codeco_pod20,2.0146,12.8562,167,56,1.2262,9.2832
codeco_pod21,14.6626,3.2932,172,73,12.8791,1.8497
codeco_pod22,7.5882,4.3843,187,90,5.336,2.5421
codeco_pod23,14.4556,2.5359,196,33,12.3105,2.3253
codeco_pod24,10.3917,2.4922,204,99,8.8333,2.4098
codeco_pod25,14.1479,12.4597,217,30,9.0428,9.0582
codeco_pod26,10.5783,4.047,225,13,5.6764,3.5999
codeco_pod27,2.2839,1.7727,241,41,2.2024,1.0699
codeco_pod28,1.7309,13.5164,255,29,1.3165,13.2291
codeco_pod29,1.6299,2.3927,269,16,1.3308,1.8054
codeco_pod30,3.5569,17.1233,288,33,3.1436,9.3235
codeco_pod31,3.3989,15.3423,295,91,2.0591,13.2207
codeco_pod32,10.068,14.6743,303,17,8.1225,9.1399
codeco_pod33,7.0186,6.1288,313,41,4.9454,3.5223
codeco_pod34,14.0663,4.9997,326,87,9.845,2.9759
codeco_pod35,8.9675,8.5743,329,71,8.6572,6.9734
codeco_pod36,4.107,8.1534,343,27,3.3658,5.7121
