name,cpu,ram,creation_time,exec_time,real_cpu,real_ram
codeco_pod1,8.2893,13.5178,0,74,6.8285,7.4764
codeco_pod2,9.3521,1.7681,2,45,8.2663,1.1342
codeco_pod3,1.7556,2.5447,3,51,1.5288,1.9019
codeco_pod4,6.5123,2.8438,5,58,4.2914,1.4349
codeco_pod5,5.7199,2.2091,10,80,4.468,1.6507
codeco_pod6,12.1729,8.4703,25,66,11.5547,5.4376
codeco_pod7,3.552,18.0481,27,81,3.4352,9.8408
codeco_pod8,2.4079,14.4273,46,61,2.1294,9.0219
codeco_pod9,13.8622,13.8019,49,51,8.6052,9.696
codeco_pod10,3.3616,18.2341,62,78,2.3248,17.3568
codeco_pod11,5.6155,16.5701,80,7,4.8208,15.1713
codeco_pod12,10.5703,7.0286,98,81,8.33,4.084
codeco_pod13,3.0141,17.4451,103,45,2.8251,9.6919
codeco_pod14,13.5916,5.4279,109,34,13.1251,3.8143
codeco_pod15,8.4579,10.0796,128,59,8.3559,6.322
codeco_pod16,4.2084,14.2742,144,78,2.4056,13.5751
codeco_pod17,12.5233,18.8175,157,91,8.679,11.2332
codeco_pod18,10.8654,14.5077,168,38,9.6601,14.038
codeco_pod19,8.8048,1.3907,178,100,7.4054,0.8
codeco_pod20,12.5111,19.6948,192,26,7.5127,10.2288
codeco_pod21,10.6406,17.9617,194,36,10.5104,14.9164
codeco_pod22,6.1386,1.793,196,39,5.0633,1.6392
codeco_pod23,7.5576,8.5194,207,82,5.0997,6.4204
codeco_pod24,12.7305,8.6136,226,93,7.8455,4.3401
codeco_pod25,4.8447,5.3702,228,37,3.1166,2.8233
codeco_pod26,6.0478,15.6435,248,7,3.2228,12.5355
codeco_pod27,5.6382,15.6964,255,82,4.0833,15.4823
codeco_pod28,7.5801,19.1371,273,62,5.9373,17.5167
codeco_pod29,12.3537,7.2175,276,37,9.5284,6.8069
codeco_pod30,6.4756,3.7153,277,27,5.5275,3.2855
codeco_pod31,9.5588,7.4179,293,54,7.0165,4.4288
codeco_pod32,11.6509,4.2985,302,27,11.456,3.9263
codeco_pod33,3.9898,15.4242,308,28,2.1064,9.2153
codeco_pod34,9.9628,16.7641,324,25,7.645,16.4637
codeco_pod35,4.284,2.2081,327,16,2.251,2.0043
codeco_pod36,3.8092,15.9025,336,50,3.468,14.3372
codeco_pod37,3.7139,18.9287,342,47,3.1351,13.6859
codeco_pod38,11.3245,7.549,351,30,6.4871,6.1867
codeco_pod39,3.0785,8.3622,364,86,2.4251,4.3243
codeco_pod40,13.125,13.7263,373,61,9.8238,9.9357
codeco_pod41,4.9348,8.2945,382,26,4.839,7.948
codeco_pod42,10.0715,16.495,393,25,6.3013,9.5674
codeco_pod43,2.7206,11.5568,396,67,2.5695,9.5571
codeco_pod44,7.1939,19.0755,410,93,5.3208,18.0159
codeco_pod45,2.597,3.5717,430,49,1.718,2.4302
codeco_pod46,12.0453,12.6406,439,26,9.4386,11.8263
codeco_pod47,4.9068,16.1343,450,26,4.3375,11.0637
codeco_pod48,6.6277,2.8767,454,63,5.6043,2.0282
codeco_pod49,11.9303,7.1939,467,65,7.4267,5.2811
codeco_pod50,7.3749,1.2087,487,72,6.4298,0.931
codeco_pod51,10.8755,10.8284,490,9,5.9703,7.5685
codeco_pod52,11.9316,1.8907,492,93,6.9463,1.2238
codeco_pod53,6.7012,16.5881,493,55,4.2582,12.6454
codeco_pod54,1.5367,10.938,507,84,1.175,8.8548
codeco_pod55,4.9707,14.8001,527,20,3.8321,12.0931
codeco_pod56,5.4264,10.011,536,73,5.2949,9.0393
codeco_pod57,7.3551,18.6923,543,91,5.6219,13.5612
codeco_pod58,8.9868,2.5178,546,12,7.5514,1.7534
codeco_pod59,1.5112,13.1968,564,74,0.8096,7.8248
codeco_pod60,1.5724,14.3328,582,70,1.0579,13.9237
codeco_pod61,2.8007,4.7266,592,36,2.4877,2.8792
codeco_pod62,4.971,13.3394,608,82,3.8355,12.2141
codeco_pod63,1.4863,12.9906,628,24,1.4444,12.7749
codeco_pod64,1.7464,7.3591,647,33,1.1955,6.365
codeco_pod65,14.1104,2.0954,666,76,11.9207,1.3614
codeco_pod66,7.2723,5.4372,686,56,4.8035,3.1699
codeco_pod67,9.8519,17.7408,705,44,6.017,13.109
codeco_pod68,13.6457,17.8842,723,66,8.1518,16.2098
codeco_pod69,7.804,9.5276,724,85,5.5806,4.8791
codeco_pod70,9.6667,5.9967,733,68,6.3908,5.321
codeco_pod71,4.088,7.5678,734,23,3.8268,5.5199
codeco_pod72,7.6528,15.966,752,75,4.0064,12.2056
codeco_pod73,1.639,1.2078,772,26,1.1768,0.885
codeco_pod74,13.7391,3.1799,778,85,12.0562,2.8616
codeco_pod75,11.4043,13.4762,794,80,7.084,10.1191
