name,cpu,ram,creation_time,exec_time,real_cpu,real_ram
codeco_pod1,9.223,17.5913,0,70,7.7288,16.4609
codeco_pod2,9.7342,1.8538,1,75,6.0839,1.7179
codeco_pod3,1.7481,12.0617,6,11,1.0529,9.443
codeco_pod4,2.624,3.847,14,64,1.5099,2.6266
codeco_pod5,2.8163,10.3325,30,45,1.8945,7.6462
codeco_pod6,6.4339,9.3507,37,24,5.9816,6.3096
codeco_pod7,1.3783,10.7101,46,97,1.1687,7.444
codeco_pod8,12.5123,4.2129,50,67,8.8312,2.3902
codeco_pod9,2.2821,16.0592,60,6,1.5267,14.6606
codeco_pod10,11.9116,18.0161,79,79,11.0332,14.5069
codeco_pod11,5.8263,18.8711,92,64,4.7279,15.4267
codeco_pod12,13.8781,10.6093,104,73,8.007,6.1575
codeco_pod13,5.342,13.3281,121,16,2.8644,11.4554
codeco_pod14,8.117,3.0292,127,7,4.8321,2.7267
codeco_pod15,2.9952,19.4164,128,81,2.5991,11.6698
codeco_pod16,6.0636,18.0366,137,30,3.8308,12.9948
codeco_pod17,4.0853,11.2315,152,51,2.7137,9.3525
codeco_pod18,5.6191,14.889,161,100,4.9458,13.5368
codeco_pod19,7.8041,11.2698,170,40,4.9626,7.6159
codeco_pod20,7.6034,18.6581,185,69,3.9848,12.9765
codeco_pod21,3.6599,19.3405,195,20,2.7862,13.6986
codeco_pod22,5.3025,10.2762,200,51,3.3106,8.596
codeco_pod23,4.6468,11.5226,204,46,3.7519,11.0723
codeco_pod24,4.4037,14.5303,221,15,3.2723,10.589
codeco_pod25,2.1506,3.002,241,9,1.7603,2.5568
codeco_pod26,9.6427,2.5074,249,72,8.2637,1.6828
codeco_pod27,8.9289,16.3925,265,37,8.8349,12.0092
codeco_pod28,9.6688,15.5171,268,38,7.0059,10.1171
codeco_pod29,6.5089,9.8339,282,61,5.4854,5.8064
codeco_pod30,7.3126,10.7814,301,56,6.593,8.1373
codeco_pod31,9.8309,2.8297,310,100,6.0965,1.7429
codeco_pod32,7.927,19.0179,316,92,4.3201,12.1728
codeco_pod33,1.1711,9.5859,322,93,1.0493,6.4061
codeco_pod34,9.8213,19.9364,324,8,7.516,14.6538
codeco_pod35,10.8141,16.7639,328,54,8.2342,9.5449
codeco_pod36,10.1812,19.787,341,46,9.3327,15.8471
codeco_pod37,13.1328,3.6407,349,79,7.3485,1.8827
codeco_pod38,1.2228,17.2914,357,88,0.9962,13.6573
codeco_pod39,3.666,12.6519,376,19,2.9106,8.3362
codeco_pod40,6.0753,1.1863,383,27,5.382,1.0339
codeco_pod41,12.7412,8.0157,384,11,12.1096,6.4525
codeco_pod42,4.9234,16.304,389,83,2.4821,10.6511
