name,cpu,ram,creation_time,exec_time,real_cpu,real_ram
codeco_pod1,14.4572,8.5949,0,77,9.4645,6.0471
codeco_pod2,10.8182,2.1367,2,75,9.1831,1.2387
codeco_pod3,10.0681,1.628,10,83,5.9313,1.3081
codeco_pod4,2.0627,5.6135,30,5,1.7215,5.2662
codeco_pod5,5.0708,4.7062,32,75,2.9041,2.9503
codeco_pod6,2.7575,6.0185,34,71,2.4943,3.1159
codeco_pod7,14.1409,13.8404,43,60,12.2821,12.5708
codeco_pod8,11.149,4.6778,44,25,7.8035,3.559
codeco_pod9,13.6394,10.179,54,90,10.7117,9.9527
codeco_pod10,13.3295,11.1544,61,31,6.8271,7.8135
codeco_pod11,2.2257,10.5674,64,27,1.6164,10.1787
codeco_pod12,10.128,14.1562,80,19,9.011,9.1774
codeco_pod13,3.2803,16.735,94,47,2.6811,11.2232
codeco_pod14,5.6611,4.3892,110,93,5.3654,3.4415
codeco_pod15,3.6806,9.8974,130,62,3.5614,7.8058
codeco_pod16,14.3806,13.2182,140,72,13.2801,7.3897
codeco_pod17,14.8036,7.7843,158,55,9.3722,6.263
codeco_pod18,8.874,12.1522,173,16,6.9035,10.8118
codeco_pod19,13.0498,11.4569,185,22,9.5438,5.7662
codeco_pod20,11.1849,19.5354,196,61,8.7246,12.0486
codeco_pod21,2.0448,17.6826,201,95,1.2731,11.0295
codeco_pod22,2.4295,3.6618,206,51,1.3436,3.1084
codeco_pod23,13.8118,8.7698,209,67,8.7122,6.4739
codeco_pod24,10.0882,16.1375,226,38,7.527,10.4947
codeco_pod25,9.6924,1.9867,246,29,4.8774,1.3646
codeco_pod26,2.3338,14.0963,253,72,1.9821,9.0529
codeco_pod27,13.5481,9.7341,254,90,10.0153,5.1409
codeco_pod28,9.2645,1.3089,271,46,5.8774,1.2648
codeco_pod29,4.4189,14.0353,277,44,3.3845,11.8281
codeco_pod30,11.8729,6.3165,290,82,11.0961,3.4942
codeco_pod31,5.931,10.9581,305,44,3.1907,7.5557
codeco_pod32,6.8768,16.5247,314,62,5.4729,13.9545
codeco_pod33,7.6138,14.9195,329,58,5.6242,14.4406
codeco_pod34,11.6697,10.4202,342,32,9.4398,7.3273
codeco_pod35,12.1136,7.7581,358,43,6.7915,4.7282
codeco_pod36,13.8353,7.857,377,44,11.6871,4.2096
codeco_pod37,4.0025,7.1747,384,86,2.1844,4.0514
codeco_pod38,7.6838,8.0113,398,24,4.0371,5.0157
codeco_pod39,8.9139,3.541,415,68,4.5828,2.2182
codeco_pod40,14.1521,8.4215,416,35,12.7412,8.0144
codeco_pod41,9.362,12.1206,426,65,6.9797,7.6842
codeco_pod42,11.8186,2.3527,434,63,7.5315,1.7081
codeco_pod43,5.6424,2.829,447,45,3.9786,2.7495
codeco_pod44,10.7154,15.0689,454,30,8.9528,14.1708
codeco_pod45,3.6703,19.0867,462,78,3.4256,10.3639
codeco_pod46,14.0553,18.465,480,19,10.7707,16.6349
