name,cpu,ram,creation_time,exec_time,real_cpu,real_ram
codeco_pod1,5.1816,19.185,0,69,3.2822,12.6966
codeco_pod2,4.0097,19.5872,8,72,3.7461,12.4893
codeco_pod3,13.662,7.4846,11,45,10.735,5.0079
codeco_pod4,9.4692,8.0761,22,73,7.3511,4.2977
codeco_pod5,8.922,8.313,30,54,6.4041,4.6729
codeco_pod6,5.1252,10.4016,33,76,4.0637,6.5806
codeco_pod7,6.3511,14.3703,41,92,5.8675,7.695
codeco_pod8,5.5353,13.7464,44,81,4.1398,12.5236
codeco_pod9,5.3517,16.7441,60,49,3.7159,13.4274
codeco_pod10,12.8527,12.5838,73,15,7.647,9.8694
codeco_pod11,9.7551,17.053,93,43,9.6447,10.0957
codeco_pod12,2.8147,19.7452,102,57,1.7305,16.8937
codeco_pod13,12.4727,16.1083,109,89,10.3724,15.0873
codeco_pod14,9.0953,3.2259,115,96,7.8252,2.6667
codeco_pod15,1.4413,19.3423,127,48,0.8798,13.1907
codeco_pod16,6.7768,11.5934,138,55,3.7449,9.901
codeco_pod17,1.8537,19.4207,145,40,1.0024,18.0892
codeco_pod18,14.5256,7.1729,151,47,10.9521,6.7401
codeco_pod19,8.5971,4.6859,162,6,5.507,2.6227
codeco_pod20,9.2214,15.4591,170,35,8.7572,11.6153
codeco_pod21,4.9369,13.157,177,16,3.9527,8.161
codeco_pod22,9.63,15.2338,190,61,6.1638,12.3277
codeco_pod23,2.031,10.4054,193,10,1.8798,7.0312
codeco_pod24,4.191,11.7798,200,99,3.5779,10.2256
codeco_pod25,1.5408,5.1473,214,49,0.8163,4.0857
codeco_pod26,6.7156,8.378,217,98,5.178,6.7148
codeco_pod27,6.0863,5.1189,220,74,5.5628,2.7059
codeco_pod28,12.9148,10.5167,238,65,11.4387,5.8493
codeco_pod29,1.3662,11.0531,254,89,1.2008,7.8094
codeco_pod30,12.3767,1.9231,257,39,8.8937,1.246
codeco_pod31,3.4235,18.8232,268,73,2.4876,15.9811
codeco_pod32,11.4675,18.2568,281,35,8.9388,13.8553
codeco_pod33,11.5802,19.7394,292,57,6.7202,13.5402
codeco_pod34,10.6485,7.8404,294,81,6.99,4.6389
codeco_pod35,9.6817,6.5129,302,36,9.4968,6.2579
codeco_pod36,5.3097,2.0804,311,94,3.2912,1.6788
codeco_pod37,11.6023,19.1815,328,60,6.3403,10.2606
codeco_pod38,2.9907,14.522,341,98,2.1842,13.7796
codeco_pod39,4.0299,4.3803,342,95,3.7103,2.9974
codeco_pod40,3.1001,19.1753,351,22,1.9754,12.6721
codeco_pod41,1.4253,17.2116,370,10,0.8578,12.0061
codeco_pod42,3.1144,17.8131,390,20,3.0752,14.3425
codeco_pod43,2.3348,17.6962,393,47,1.2048,14.7508
codeco_pod44,10.4911,17.1094,394,27,8.412,9.6111
codeco_pod45,2.1469,13.6622,404,92,1.808,7.1167
codeco_pod46,10.5829,16.2007,416,32,8.3557,10.7089
codeco_pod47,3.0071,6.3748,434,41,1.7811,4.0425
codeco_pod48,1.6494,4.0375,453,25,1.1142,3.8258
codeco_pod49,12.8027,16.074,457,87,7.794,13.7701
codeco_pod50,13.3101,3.1919,468,93,12.8782,2.7806
codeco_pod51,7.8488,11.362,483,88,5.7385,6.6016
