name,cpu,ram,creation_time,exec_time,real_cpu,real_ram
codeco_pod1,10.7478,12.4798,0,75,9.3848,7.3451
codeco_pod2,4.1352,12.7191,15,57,3.8989,6.7777
codeco_pod3,8.1828,16.8767,20,11,7.0426,15.3888
codeco_pod4,13.3917,19.2937,25,5,6.7032,13.033
codeco_pod5,1.9301,17.0636,42,76,1.4882,9.667
codeco_pod6,5.4332,18.277,60,34,4.1132,15.8325
codeco_pod7,13.1803,14.4712,68,97,9.7005,11.7149
codeco_pod8,6.2771,6.1915,74,20,3.9601,5.9136
codeco_pod9,7.3269,3.0352,94,25,3.6804,2.2735
codeco_pod10,5.825,9.6701,108,77,5.3409,7.9829
codeco_pod11,7.5827,16.0152,127,42,5.1692,14.7115
codeco_pod12,1.182,18.0172,144,54,0.8094,16.4804
codeco_pod13,7.8661,11.4529,146,24,4.1403,11.1475
codeco_pod14,11.0545,3.1552,150,26,7.3154,2.2443
codeco_pod15,8.3518,11.7181,162,33,6.8495,11.434
codeco_pod16,14.9657,3.4805,177,33,14.2854,2.2531
