name,cpu,ram,creation_time,exec_time,real_cpu,real_ram
codeco_pod1,8.2399,7.1574,0,10,6.0013,6.3288
codeco_pod2,6.432,19.7701,2,83,3.2327,14.3168
codeco_pod3,12.1834,15.2786,6,19,12.0276,14.2373
codeco_pod4,8.2979,7.736,10,75,7.5376,5.4376
codeco_pod5,4.6236,17.7036,29,73,4.5398,13.9162
codeco_pod6,10.5287,7.2161,38,36,5.4032,4.283
codeco_pod7,5.2674,15.3185,45,8,4.6074,7.9899
codeco_pod8,5.3729,3.4389,51,70,5.1921,2.2756
codeco_pod9,1.5341,15.8814,57,44,1.2784,8.2321
codeco_pod10,10.6663,9.2714,67,66,10.3817,8.7175
codeco_pod11,9.3182,13.9286,72,61,4.8554,12.6648
codeco_pod12,3.1888,12.487,79,35,1.9238,12.212
codeco_pod13,9.9672,12.0145,96,100,8.8719,6.275
codeco_pod14,10.4305,3.3075,109,35,5.6467,2.813
codeco_pod15,5.8135,7.058,127,63,4.5845,3.7029
codeco_pod16,11.9495,7.2529,136,92,9.5939,6.9214
codeco_pod17,7.4538,5.7491,139,64,4.9054,4.9412
codeco_pod18,2.1097,6.1305,147,99,1.5283,5.8239
codeco_pod19,14.302,17.5609,150,88,9.3345,10.7736
codeco_pod20,5.5791,9.6966,168,6,5.4066,9.3771
codeco_pod21,14.5494,12.2278,183,68,9.6212,6.25
codeco_pod22,13.8219,1.5975,203,76,7.658,1.1608
codeco_pod23,12.7929,19.9735,213,64,6.6107,11.913
codeco_pod24,12.8995,19.0507,220,12,11.5624,11.6433
codeco_pod25,1.0522,17.2207,227,25,0.7506,12.6561
codeco_pod26,4.994,17.7632,230,8,4.6412,14.9827
codeco_pod27,7.2315,11.8636,249,66,5.3414,10.7861
codeco_pod28,7.9508,8.7107,255,37,4.8276,5.1551
codeco_pod29,1.3924,18.6996,265,82,0.7192,12.3682
codeco_pod30,1.8577,7.1022,273,59,1.6476,4.3836
codeco_pod31,4.8062,1.3436,287,87,3.8736,0.7912
codeco_pod32,8.5037,12.856,303,38,4.609,11.5766
codeco_pod33,5.9321,14.1651,306,72,3.1007,13.8259
codeco_pod34,9.3893,9.2812,312,65,8.9993,7.9029
codeco_pod35,3.7785,3.0216,314,49,2.0476,2.2943
codeco_pod36,3.6599,7.1217,329,83,2.605,5.3326
codeco_pod37,5.4146,10.1372,338,51,5.342,8.3479
codeco_pod38,12.2947,14.3297,343,62,10.865,9.4023
codeco_pod39,4.0516,13.6855,354,54,3.0092,7.8387
codeco_pod40,7.1124,19.5731,362,52,3.9089,10.7161
codeco_pod41,7.4674,16.8795,378,7,4.9837,12.4787
codeco_pod42,10.8404,3.9122,381,20,10.2906,3.1694
codeco_pod43,13.9626,6.6069,394,82,10.7374,4.604
codeco_pod44,4.6023,16.3778,401,36,4.1526,8.4864
codeco_pod45,2.1386,17.2454,414,60,1.5213,9.8835
codeco_pod46,10.095,19.6372,418,56,8.6773,12.0136
codeco_pod47,5.8763,14.2381,429,59,3.5352,8.9938
codeco_pod48,3.7246,4.2509,430,51,2.6398,4.1061
codeco_pod49,7.7543,9.7854,438,39,4.1569,6.1269
codeco_pod50,5.0833,11.2001,458,17,3.2451,10.8271
codeco_pod51,14.4878,5.9369,472,86,12.3921,5.2448
codeco_pod52,11.2813,11.6659,475,79,7.952,7.4643
codeco_pod53,14.9383,1.2756,484,96,9.4774,0.9031
codeco_pod54,10.9618,12.3832,496,20,10.7317,9.6607
codeco_pod55,5.9438,5.9477,512,34,3.926,4.1186
