name,cpu,ram,creation_time,exec_time,real_cpu,real_ram
codeco_pod1,7.6462,7.9663,0,42,5.7579,7.3032
codeco_pod2,10.0702,12.7051,6,28,7.6592,9.5015
codeco_pod3,6.9444,3.2633,17,75,5.6233,2.0539
codeco_pod4,9.9247,11.9042,25,27,8.0193,10.8894
codeco_pod5,9.4389,18.8763,28,67,7.9681,14.2256
codeco_pod6,10.796,4.9721,42,88,8.9094,2.783
codeco_pod7,10.0031,11.8758,59,39,7.8588,11.2702
codeco_pod8,3.8258,13.3841,79,42,3.7597,6.774
codeco_pod9,7.7381,18.2322,89,84,4.2952,17.9751
codeco_pod10,1.9058,2.2118,98,15,1.721,1.712
codeco_pod11,3.0666,14.115,106,66,1.6931,9.3138
codeco_pod12,5.7018,8.0082,107,22,5.1411,5.1401
codeco_pod13,14.0956,12.9757,126,24,7.5999,12.1578
codeco_pod14,13.1538,6.3705,140,26,8.4699,4.4156
codeco_pod15,10.4363,1.0435,150,89,7.5314,0.9406
codeco_pod16,9.9864,9.6015,168,81,9.8763,6.4731
codeco_pod17,7.5197,18.5283,177,69,7.1467,13.0545
codeco_pod18,14.8309,12.2062,192,73,8.9733,9.556
