name,cpu,ram,creation_time,exec_time,real_cpu,real_ram
codeco_pod1,9.4051,1.7531,0,45,6.7222,0.9427
codeco_pod2,5.7402,13.3258,5,45,5.6425,12.6288
codeco_pod3,5.9356,10.2858,21,94,5.3949,8.2824
codeco_pod4,12.8184,9.4838,28,74,7.0517,6.3902
codeco_pod5,14.8875,10.2831,46,86,9.5312,9.793
codeco_pod6,7.6366,12.8904,52,30,5.0345,7.9539
codeco_pod7,8.7271,3.7983,68,99,6.3402,2.0626
codeco_pod8,10.831,1.5909,69,90,5.9546,1.0333
codeco_pod9,7.4342,12.3156,70,88,5.804,8.8259
codeco_pod10,2.5106,13.1146,71,33,1.5821,6.9977
codeco_pod11,8.4153,1.5771,80,39,5.096,0.8888
codeco_pod12,9.9244,4.1541,99,37,7.9577,3.1311
codeco_pod13,10.5555,4.6191,100,54,5.9584,4.1906
codeco_pod14,14.1784,2.6562,113,76,12.9816,2.506
