name,cpu,ram,creation_time,exec_time,real_cpu,real_ram
codeco_pod1,3.672,6.7827,0,38,3.2334,4.3188
codeco_pod2,1.8161,13.894,15,34,1.2841,8.3644
codeco_pod3,13.3844,19.0649,21,23,9.0071,14.6969
codeco_pod4,13.8224,8.0875,32,56,7.682,6.9938
codeco_pod5,12.3389,8.7045,52,98,7.1711,5.1694
codeco_pod6,2.4159,8.9745,62,100,1.2632,6.2814
codeco_pod7,8.4781,1.1237,72,30,7.5277,0.7563
codeco_pod8,6.446,18.4292,75,25,4.9796,11.5092
codeco_pod9,6.813,4.8096,77,39,3.9373,4.2427
codeco_pod10,5.208,2.7019,94,71,4.3186,1.7929
codeco_pod11,12.0585,19.4681,109,83,9.2731,15.8336
codeco_pod12,11.0817,11.0098,116,67,7.9849,6.1284
codeco_pod13,6.1834,13.7815,117,30,5.6614,11.333
codeco_pod14,1.7926,10.5974,129,80,0.9645,6.379
codeco_pod15,6.6171,17.43,147,20,6.0323,11.8525
codeco_pod16,8.6533,9.5819,151,55,4.5626,8.8384
codeco_pod17,8.3824,18.4189,159,51,6.4651,16.7959
codeco_pod18,9.0276,10.1178,167,16,6.154,8.2064
codeco_pod19,4.0362,15.353,174,72,2.4027,8.2566
codeco_pod20,14.1071,17.8477,182,56,7.563,16.7752
codeco_pod21,12.6738,11.4698,186,19,9.3304,9.172
codeco_pod22,2.0149,15.6585,188,32,1.153,14.3508
codeco_pod23,13.1382,1.6978,200,100,10.1205,1.0221
codeco_pod24,6.522,13.8884,206,54,5.6806,11.5408
codeco_pod25,10.8863,9.1752,221,58,9.7156,7.0221
codeco_pod26,7.8387,11.4425,229,69,7.2135,9.7083
codeco_pod27,10.9746,16.1126,249,35,10.2925,12.0895
codeco_pod28,6.4102,7.6442,258,78,3.3214,5.2018
codeco_pod29,14.5279,18.8135,263,89,11.9925,12.191
codeco_pod30,10.6746,13.1057,269,76,6.8644,9.7612
codeco_pod31,6.9954,19.3661,271,14,4.6456,19.1697
codeco_pod32,12.4388,10.1533,284,61,8.6347,8.2273
codeco_pod33,12.0536,5.7738,296,50,7.9845,5.2431
codeco_pod34,9.0522,19.4066,308,53,8.9454,11.0277
codeco_pod35,4.4615,12.2828,327,51,2.7313,11.3075
codeco_pod36,14.83,2.9218,335,63,9.4483,1.5328
codeco_pod37,6.733,15.582,341,21,3.8083,14.3192
codeco_pod38,7.2267,16.286,361,72,6.2708,11.5849
codeco_pod39,11.8004,4.1009,366,19,7.7031,2.3451
codeco_pod40,12.358,16.269,381,86,11.017,13.1006
codeco_pod41,1.6241,16.2258,398,32,1.3426,12.1431
codeco_pod42,2.8538,16.575,399,40,2.1202,8.2895
codeco_pod43,14.2029,15.5299,400,15,11.2006,8.0566
codeco_pod44,1.9034,2.4459,416,98,1.022,1.2708
codeco_pod45,14.2569,16.31,428,92,10.0707,9.5423
codeco_pod46,1.7017,18.7736,445,58,1.5008,12.5671
codeco_pod47,2.2576,10.5575,449,60,2.2149,8.1321
codeco_pod48,14.9473,12.6652,456,9,11.0867,6.5213
codeco_pod49,14.7332,5.9903,467,93,14.4369,5.8198
codeco_pod50,4.7911,3.2595,476,8,4.7156,2.5758
codeco_pod51,12.6256,3.1123,484,95,7.1825,1.7984
codeco_pod52,11.7164,3.532,500,98,9.0397,2.807
