name,cpu,ram,creation_time,exec_time,real_cpu,real_ram
codeco_pod1,2.2614,12.1807,0,80,2.2214,11.3409
codeco_pod2,3.726,8.1502,16,30,2.959,6.1603
codeco_pod3,13.1661,9.1908,28,28,7.5924,8.2603
codeco_pod4,4.3034,12.2397,44,55,3.4655,10.8831
codeco_pod5,5.5913,6.2472,64,5,4.3527,4.0068
codeco_pod6,13.9205,2.318,66,29,10.7457,1.5863
codeco_pod7,10.4079,8.64,72,80,5.4458,4.9108
codeco_pod8,11.3164,17.638,77,87,7.7508,16.0567
codeco_pod9,3.1661,8.8485,95,91,3.1336,8.4353
codeco_pod10,14.997,9.2183,111,70,9.231,7.956
codeco_pod11,8.0771,1.2749,129,27,5.3749,1.1709
codeco_pod12,7.1524,12.6541,134,17,6.1448,8.2748
codeco_pod13,10.563,16.4771,142,21,6.9308,13.5608
codeco_pod14,6.7077,8.5699,154,16,3.4279,7.4577
codeco_pod15,5.2096,16.1316,174,70,2.6296,8.7614
codeco_pod16,10.604,6.2558,185,79,5.4205,3.5634
codeco_pod17,11.2352,14.9133,196,66,8.2583,8.1983
codeco_pod18,10.9658,4.2092,211,34,7.3494,2.6171
codeco_pod19,1.0833,13.8099,215,90,1.065,12.3881
codeco_pod20,9.0352,10.8377,235,9,7.3348,7.7313
codeco_pod21,3.3685,2.5193,243,79,2.053,2.2903
codeco_pod22,2.6883,7.1503,249,43,2.5534,6.2277
codeco_pod23,14.8018,4.4953,252,45,10.3682,2.9898
codeco_pod24,9.9775,1.1154,259,24,5.2128,0.9201
codeco_pod25,12.4389,10.312,270,66,9.8833,5.8302
codeco_pod26,14.9071,12.0446,286,96,9.2734,11.9002
codeco_pod27,14.5392,3.2763,288,84,8.8453,1.6711
codeco_pod28,9.9849,6.2993,308,17,9.1214,5.7858
codeco_pod29,7.6592,9.9346,328,14,6.2919,8.7207
codeco_pod30,6.7837,12.3767,344,65,3.744,6.766
codeco_pod31,3.3121,12.9001,352,57,2.7871,9.2085
codeco_pod32,9.8571,7.7857,358,9,6.611,5.3899
codeco_pod33,4.5747,2.9278,374,18,3.1241,2.8363
codeco_pod34,2.0062,4.2583,381,87,1.9065,2.7562
codeco_pod35,1.1472,5.7767,382,36,0.9077,5.6188
codeco_pod36,1.2442,4.4679,396,51,0.7307,2.2881
codeco_pod37,10.5346,7.476,404,78,5.8679,6.4811
codeco_pod38,1.1096,9.8459,417,76,0.6662,5.1509
codeco_pod39,6.3238,13.8812,430,43,5.8751,7.2662
codeco_pod40,6.0156,19.4711,441,28,5.5356,16.6096
codeco_pod41,2.8106,19.4938,449,37,2.4531,17.9349
codeco_pod42,6.8121,15.2227,450,33,4.6613,12.08
codeco_pod43,1.3256,5.65,470,14,0.776,4.8974
codeco_pod44,12.3623,1.5141,485,18,8.5177,1.3797
codeco_pod45,12.8519,1.0565,505,73,11.8051,1.0353
codeco_pod46,11.6289,11.2872,514,48,10.5603,7.4027
codeco_pod47,2.6305,17.7758,523,79,1.422,11.1817
codeco_pod48,12.6442,16.5084,525,22,10.0908,14.0801
codeco_pod49,13.9588,3.1105,535,90,8.4987,2.1855
codeco_pod50,13.5827,14.845,542,63,7.2772,11.9927
codeco_pod51,8.1603,3.1304,555,46,6.2646,1.6347
codeco_pod52,6.2973,11.4424,559,67,4.0835,8.9341
