name,cpu,ram,creation_time,exec_time,real_cpu,real_ram
codeco_pod1,6.4943,8.7931,0,47,3.3661,5.6168
codeco_pod2,7.6445,14.6319,15,39,4.8526,13.2807
codeco_pod3,7.2355,12.5259,22,9,6.2335,12.2002
codeco_pod4,6.5182,17.6335,40,93,3.9705,13.9022
codeco_pod5,6.1124,19.2096,55,62,4.7113,15.4173
codeco_pod6,9.5678,8.5806,66,52,5.1189,7.9304
codeco_pod7,6.7231,15.0784,85,58,4.2689,10.2141
codeco_pod8,10.5527,14.3149,93,6,9.9246,11.1245
codeco_pod9,1.1906,5.6895,102,26,1.1046,4.0456
codeco_pod10,12.6281,9.5739,109,10,7.588,9.1658
codeco_pod11,7.8848,4.1216,112,35,7.3875,2.9211
codeco_pod12,9.2047,17.354,116,76,7.4571,10.8738
codeco_pod13,8.5604,4.494,133,92,4.9921,2.8833
codeco_pod14,2.4867,10.2913,140,18,2.3958,9.9438
codeco_pod15,9.1639,15.3985,142,32,5.8793,8.6527
codeco_pod16,6.8671,5.5887,161,74,3.9989,4.827
codeco_pod17,12.9939,7.4213,180,38,9.5894,3.8688
codeco_pod18,8.3492,4.8318,185,45,5.5655,4.3375
codeco_pod19,1.2723,16.2216,202,23,1.0774,12.7031
codeco_pod20,1.1571,3.9391,209,52,0.7174,3.0753
codeco_pod21,8.551,19.6754,223,87,4.574,14.4555
codeco_pod22,9.4908,3.5155,229,43,6.876,3.014
codeco_pod23,10.5994,9.1649,230,67,10.1987,7.5855
codeco_pod24,1.392,13.9583,243,53,0.855,11.5332
codeco_pod25,1.8399,8.7473,259,11,1.6816,8.4577
codeco_pod26,1.5006,9.1308,263,95,0.9971,6.8816
codeco_pod27,14.4801,19.9766,280,89,13.2264,17.3453
codeco_pod28,2.1709,10.6351,290,31,1.5667,9.9926
codeco_pod29,4.8403,10.5282,307,90,3.6911,6.4147
codeco_pod30,3.3215,1.968,309,10,3.1104,1.3482
codeco_pod31,11.1723,4.7635,310,90,6.6223,3.6021
codeco_pod32,3.0948,19.1943,316,32,2.8583,13.6836
codeco_pod33,8.2912,15.5669,326,87,5.7326,12.2227
codeco_pod34,1.3329,12.1692,343,34,0.8965,8.1156
codeco_pod35,5.9359,11.6475,345,31,4.1722,8.5571
codeco_pod36,13.7616,8.725,346,87,9.2864,8.5125
codeco_pod37,11.2314,9.8669,356,68,10.4116,9.5432
codeco_pod38,6.0058,19.8274,373,42,3.7858,15.5682
codeco_pod39,10.5211,15.5527,384,20,9.0586,13.2659
codeco_pod40,7.3645,10.6346,399,96,6.5214,8.5076
codeco_pod41,7.7824,15.1794,409,38,7.5943,8.3
codeco_pod42,10.9277,3.1761,418,10,9.1711,1.8748
codeco_pod43,6.5486,4.23,430,11,5.8814,3.3905
codeco_pod44,12.0732,15.5602,433,100,10.6397,11.6556
codeco_pod45,5.9116,2.4077,434,62,5.35,1.6566
codeco_pod46,7.8087,1.3402,437,54,7.4979,1.1925
codeco_pod47,8.6952,15.231,445,71,6.1906,11.1287
codeco_pod48,5.7793,5.9564,449,53,4.8207,4.9529
codeco_pod49,7.9034,9.5453,453,97,6.4577,7.0609
codeco_pod50,11.1601,9.6307,469,81,10.7602,8.3473
codeco_pod51,14.609,3.9871,480,28,11.8318,2.8003
codeco_pod52,10.1722,12.9133,494,88,5.2932,12.4028
codeco_pod53,1.9883,2.7412,495,81,1.4432,2.6574
codeco_pod54,8.5941,15.5752,502,76,4.679,14.1576
codeco_pod55,7.2342,12.6061,514,98,3.7223,11.2364
codeco_pod56,11.5182,13.7183,523,46,8.292,7.5545
codeco_pod57,11.0873,15.7461,539,24,9.9237,14.0443
codeco_pod58,13.6914,1.8229,559,68,12.5522,0.957
codeco_pod59,7.354,3.6712,562,87,5.7772,2.7161
codeco_pod60,3.8901,12.0848,575,37,2.4294,6.1383
codeco_pod61,10.5902,11.9009,580,77,5.7219,7.589
codeco_pod62,10.875,6.6091,584,80,8.7778,4.8031
codeco_pod63,5.5492,17.8889,599,22,3.4973,13.127
codeco_pod64,6.6304,18.5334,617,58,5.5397,11.7372
codeco_pod65,13.8546,9.9636,621,68,9.159,5.2442
codeco_pod66,4.5638,8.7259,632,64,4.4678,8.0823
codeco_pod67,13.3152,19.3568,643,12,8.7628,9.7607
codeco_pod68,13.1774,19.6815,646,49,10.9541,13.1247
codeco_pod69,13.1556,1.6764,659,88,9.1557,1.2393
codeco_pod70,2.9864,19.5156,671,34,1.5537,17.8545
codeco_pod71,7.1506,19.6907,689,59,5.7066,18.9071
codeco_pod72,7.7507,12.0862,702,58,5.2103,11.1103
codeco_pod73,1.7087,5.3732,713,35,1.304,3.595
codeco_pod74,14.78,2.9819,732,7,8.3721,2.4441
codeco_pod75,1.8191,10.5062,747,82,1.0399,9.5882
codeco_pod76,2.0725,1.8634,754,97,1.8189,1.675
