name,cpu,ram,creation_time,exec_time,real_cpu,real_ram
codeco_pod1,12.6629,11.4214,0,45,11.5723,7.9314
codeco_pod2,9.9087,2.3079,11,58,8.1434,1.2066
codeco_pod3,10.6449,19.4042,17,26,9.251,14.0549
codeco_pod4,12.2408,12.7866,32,86,9.8817,7.9107
codeco_pod5,14.2163,19.689,47,35,11.3589,18.296
codeco_pod6,5.6342,13.8162,57,68,4.1451,8.0733
codeco_pod7,9.7904,13.6031,70,55,8.7067,10.5717
codeco_pod8,13.7604,7.3347,80,25,7.0158,6.1307
codeco_pod9,14.2358,3.8023,96,84,7.578,3.4254
codeco_pod10,9.1484,6.1163,100,36,6.3054,5.0503
codeco_pod11,8.8928,16.4317,101,86,6.3232,14.3296
codeco_pod12,1.5547,7.5721,112,52,1.5324,4.4276
codeco_pod13,9.4544,4.1899,127,16,7.741,2.9061
codeco_pod14,10.9874,8.3167,130,6,6.982,5.4599
codeco_pod15,12.5409,8.667,134,44,10.0262,6.7061
codeco_pod16,14.3543,13.0044,139,10,8.3342,6.9613
codeco_pod17,5.8164,1.1555,153,45,5.293,1.0213
codeco_pod18,9.5637,12.6351,164,35,9.2481,6.9794
codeco_pod19,5.8318,6.8964,179,75,4.7983,4.835
codeco_pod20,11.8893,6.5085,180,6,6.3602,3.446
codeco_pod21,8.4994,7.0539,194,60,7.6366,6.2432
codeco_pod22,12.6681,8.5077,200,55,7.4482,4.5991
codeco_pod23,10.0405,11.5975,220,27,9.1986,5.9862
codeco_pod24,2.9083,3.4604,234,74,1.995,2.8006
codeco_pod25,6.0622,19.5271,249,81,4.402,14.805
codeco_pod26,9.249,1.3837,253,23,5.1476,1.0155
codeco_pod27,6.3401,12.1663,269,6,3.8395,11.7162
codeco_pod28,8.7207,12.1846,274,100,6.4006,7.9349
codeco_pod29,13.6057,9.2463,288,79,10.5259,5.5045
codeco_pod30,8.7603,18.3724,300,51,7.5509,9.5085
codeco_pod31,3.6178,12.3953,320,16,3.3292,11.3718
codeco_pod32,3.2027,18.1362,339,10,2.4461,12.8249
codeco_pod33,11.3331,11.4139,347,32,10.9497,6.7916
codeco_pod34,8.0513,9.9438,356,22,6.8067,9.2568
codeco_pod35,4.1,16.2077,374,90,3.0939,9.9244
codeco_pod36,10.8546,7.4099,378,93,9.5549,6.1813
codeco_pod37,2.7039,2.5685,383,43,1.9484,1.4215
codeco_pod38,1.9732,4.011,386,53,1.7884,2.8471
codeco_pod39,12.5741,8.5661,393,97,10.4379,4.8459
codeco_pod40,7.1145,11.1559,398,81,5.4548,7.1388
codeco_pod41,6.034,17.9046,418,63,3.5666,14.8091
codeco_pod42,14.1137,7.2144,438,99,9.5067,5.4671
codeco_pod43,12.5287,1.538,456,63,7.3385,1.2106
codeco_pod44,8.9997,1.0839,466,74,4.6314,1.0506
codeco_pod45,8.064,2.3171,472,13,6.2913,1.244
codeco_pod46,2.0704,14.8903,485,98,1.7887,9.6474
codeco_pod47,5.0628,10.6013,487,6,4.0373,6.8738
codeco_pod48,4.9958,14.524,489,5,2.9014,11.1115
codeco_pod49,11.3215,19.4078,498,23,10.3864,14.1486
codeco_pod50,1.8822,17.5685,500,58,1.0166,13.898
codeco_pod51,10.5846,3.5779,508,31,9.0397,1.8817
codeco_pod52,14.51,11.4093,512,23,12.2559,8.9922
codeco_pod53,7.4985,3.5195,528,39,5.8275,2.679
codeco_pod54,6.932,12.8139,541,13,4.1845,11.6343
codeco_pod55,3.9438,17.9217,544,47,2.6109,13.2951
