name,max_CPU,max_RAM,degree,cpu_potency,ram_potency,connections,latency,energy_connections
codeco_master,67,48,9,0.868,0.616,codeco_node1;codeco_node2;codeco_node3;codeco_node4;codeco_node5;codeco_node6;codeco_node7;codeco_node8;codeco_node9,4.31;4.65;2.95;4.33;1.77;3.3;4.88;4.57;3.01,0.7715
codeco_node1,92,29,2,0.968,0.5305,codeco_node8;codeco_node5,4.67;3.53,0.8066562500000001
codeco_node2,53,124,1,0.812,0.9580000000000001,codeco_master,1.98,0.802875
codeco_node3,80,40,3,0.92,0.5800000000000001,codeco_node8;codeco_node6;codeco_node2,2.72;2.43;1.48,0.79125
codeco_node4,86,78,1,0.944,0.7510000000000001,codeco_node5,3.0,0.8329375
codeco_node5,41,244,8,0.764,1.4980000000000002,codeco_node3;codeco_node7;codeco_node4;codeco_node8;codeco_master;codeco_node1;codeco_node2;codeco_node9,3.71;1.8;3.43;2.07;3.88;2.52;1.89;3.39,0.872625
codeco_node6,87,130,2,0.948,0.9850000000000001,codeco_node7;codeco_node5,4.34;4.5,0.8755625
codeco_node7,78,219,2,0.912,1.3855,codeco_node5;codeco_node6,3.09;1.75,0.92709375
codeco_node8,39,148,5,0.756,1.066,codeco_node7;codeco_node1;codeco_node6;codeco_node9;codeco_node2,1.68;3.59;3.23;3.69;3.47,0.7936249999999999
codeco_node9,84,136,2,0.9359999999999999,1.012,codeco_master;codeco_node3,2.5;3.11,0.87425
